QD_Type,Core_Composition,Surface_Charge,Hydrodynamic_Diameter,Oxidative_Stress_Marker,Apoptosis_Marker,Toxicity_Score
Silicon QD,Si,-18.59473897279357,2.705057978536212,0.2959051519035728,0.10670844294545728,0.20130679742451504
Indium Phosphide QD,InP,-10.600044326929819,4.92416341806333,0.20037261974032766,0.1210631591161561,0.1607178894282419
Indium Phosphide QD,InP,-15.393346335559457,4.15771242735117,0.15514826860209752,0.054478376161297914,0.10481332238169772
Indium Phosphide QD,InP,-28.872929328949528,7.07536492940187,0.29235538791312604,0.1277817980120527,0.21006859296258937
Graphene QD,C,-20.4308060826585,2.712373600095029,0.08780121379440138,0.049782122207505386,0.06879166800095338
Graphene QD,C,-15.675284161232273,5.6567839848131936,0.11057318421212724,0.183030162867383,0.14680167353975512
Silicon QD,Si,-28.18425156614097,5.191361885434096,0.22356848211315156,0.15974468235437422,0.1916565822337629
Cadmium Selenide QD,CdSe,-11.633288868944096,7.74134082618683,0.16831883213472704,0.1344556817111714,0.15138725692294921
Silicon QD,Si,-18.59718175632056,3.8044507817758633,0.2624243892448549,0.07204364269996694,0.16723401597241092
Graphene QD,C,-17.5353364290293,5.307805698506018,0.05751781802474669,0.1963958103398091,0.1269568141822779
Cadmium Selenide QD,CdSe,-13.03964591683242,6.703776422484222,0.14359612401677418,0.05911214893241698,0.10135413647459558
Cadmium Selenide QD,CdSe,-21.412732484982968,7.983032802937687,0.235954849404093,0.0691769882984945,0.15256591885129375
Cadmium Selenide QD,CdSe,-11.685637000936193,3.0199490121177726,0.14650206218575595,0.026709014174026262,0.08660553817989111
Indium Phosphide QD,InP,-29.97445529044292,6.968564443474773,0.23651024710594198,0.02120211048300215,0.12885617879447206
Cadmium Selenide QD,CdSe,-23.754314385653565,6.565967558264588,0.23890700716751,0.06573837611577071,0.15232269164164036
Indium Phosphide QD,InP,-21.310431497790937,6.927433490497934,0.07429165712215118,0.1814837458045818,0.12788770146336648
Cadmium Selenide QD,CdSe,-16.200484006274284,7.115237071225959,0.2959000451161859,0.021291398657439543,0.15859572188681273
Cadmium Selenide QD,CdSe,-11.991617078200424,3.368700899832593,0.08109790488852787,0.17126080302826133,0.1261793539583946
Cadmium Selenide QD,CdSe,-20.896828172521644,3.046651066374708,0.1315758041882495,0.11769977512213303,0.12463778965519126
Silicon QD,Si,-19.46228704719774,2.9475445004637457,0.15810036903525104,0.042625100429625015,0.10036273473243804
Graphene QD,C,-19.437159804651834,4.46307958868695,0.20067058779188435,0.10365054056252228,0.1521605641772033
Silicon QD,Si,-23.640218797015123,2.544502964934577,0.2873953041874207,0.06070483370981779,0.17405006894861924
Graphene QD,C,-10.336465747621993,6.700957554161318,0.26299328358879187,0.13776367148546184,0.20037847753712684
Silicon QD,Si,-22.239315659146722,4.492105150249206,0.14212739352493492,0.10786444625121956,0.12499591988807723
Silicon QD,Si,-22.286755416601473,3.3078393842402454,0.2218052384592274,0.05699425977851713,0.13939974911887226
Silicon QD,Si,-18.26489974679488,5.0992456526074506,0.21190040718366449,0.16202155395758017,0.18696098057062233
Indium Phosphide QD,InP,-24.438529105349048,3.449918245382035,0.20281328428223505,0.1560408640763279,0.17942707417928147
Cadmium Selenide QD,CdSe,-26.40438465655831,2.934158939179781,0.06128454935621243,0.04039439280978281,0.05083947108299762
Silicon QD,Si,-16.2390966273637,5.861603941667642,0.1030337630212715,0.1806963022395356,0.14186503263040354
Indium Phosphide QD,InP,-27.74750677734272,7.985760982753847,0.19638020243653365,0.09463521708372785,0.14550770976013075
Graphene QD,C,-11.901312195392798,4.366199477693321,0.09986419143308474,0.08773501853617341,0.09379960498462908
Indium Phosphide QD,InP,-26.976062595259968,6.391117317912089,0.0821196893749022,0.12628435263015975,0.10420202100253098
Cadmium Selenide QD,CdSe,-15.052860163280608,7.401303950772434,0.16656951586393626,0.09314556622128596,0.1298575410426111
Graphene QD,C,-16.83173518699308,5.400395230130242,0.28695080473424606,0.15550010027636652,0.22122545250530629
Indium Phosphide QD,InP,-28.0611705647462,7.860689481590529,0.29813479260870096,0.19877362419708536,0.24845420840289317
Graphene QD,C,-24.249333244699773,3.260874580352037,0.07287881903152794,0.1145452690523795,0.09371204404195371
Indium Phosphide QD,InP,-21.40467599582501,5.0632061353828055,0.29149876034406064,0.1923103390346661,0.24190454968936337
Cadmium Selenide QD,CdSe,-18.242400409334884,4.7390995965438165,0.05664376124753105,0.08704708553719172,0.07184542339236138
Silicon QD,Si,-20.02950685149102,3.00191569543951,0.099643687740724,0.06496812836281629,0.08230590805177015
Indium Phosphide QD,InP,-25.353178625788267,3.511436777685293,0.21600220136083792,0.197788240097012,0.20689522072892497
Cadmium Selenide QD,CdSe,-27.76465491526804,3.953794441342968,0.16815477833308268,0.0493414951835029,0.10874813675829278
Graphene QD,C,-26.690002256766572,3.9359993191500497,0.11777358315582896,0.18428199321610406,0.15102778818596652
Silicon QD,Si,-14.77951014839511,2.64091035466327,0.25997925742477007,0.19108840472944424,0.22553383107710717
Cadmium Selenide QD,CdSe,-15.69224725967156,4.584797558682054,0.2236492584538396,0.04962991480430613,0.13663958662907286
Cadmium Selenide QD,CdSe,-13.334113739815024,7.988873367664789,0.2505960934467212,0.11928035837666412,0.18493822591169265
Cadmium Selenide QD,CdSe,-12.552192543110575,3.036206042504533,0.1291154806233929,0.16832276988793213,0.1487191252556625
Silicon QD,Si,-11.804125032414891,4.991605867699702,0.2146219389592644,0.04044593741603846,0.12753393818765144
Silicon QD,Si,-28.63395173519414,5.963729100182265,0.17868860128488356,0.10314726239337989,0.14091793183913173
Cadmium Selenide QD,CdSe,-15.008408449198164,6.634511115542973,0.18404617424200598,0.17109913510443323,0.1775726546732196
Graphene QD,C,-13.878240626831605,5.006857680173477,0.2928836183132147,0.07495563803221642,0.18391962817271557
Indium Phosphide QD,InP,-25.203638574496892,2.8286404612663794,0.24460960950865546,0.1375037110053064,0.19105666025698093
Cadmium Selenide QD,CdSe,-29.182168602616134,7.002491022693234,0.2256617251772094,0.041081158542240856,0.13337144185972513
Graphene QD,C,-12.857906913338397,2.999162311696341,0.1401255626740081,0.058482345566180705,0.0993039541200944
Indium Phosphide QD,InP,-16.880044606446162,5.308041687382751,0.23011231669259502,0.05887979239655054,0.1444960545445728
Graphene QD,C,-23.33574020922809,4.544340651955613,0.2981546469461885,0.06193287773833925,0.18004376234226388
Cadmium Selenide QD,CdSe,-23.80037029621411,3.2943448392677106,0.24112224506722002,0.07410924200256841,0.15761574353489421
Silicon QD,Si,-18.84795010640113,5.968463456861148,0.10217823701918295,0.13699258106011067,0.11958540903964682
Silicon QD,Si,-18.097260805865325,4.856043963108441,0.2261440496794026,0.18691322878869057,0.20652863923404657
Indium Phosphide QD,InP,-23.924695557367283,7.160400227879697,0.2773653959217766,0.050956471873363204,0.16416093389756992
Indium Phosphide QD,InP,-12.510202709461645,4.642806918247067,0.1497194602971088,0.09131029968902499,0.1205148799930669
Indium Phosphide QD,InP,-26.784815275617962,3.905744015763254,0.10535689990615314,0.060199638763804075,0.08277826933497862
Indium Phosphide QD,InP,-25.472208738230737,4.248654319322857,0.1788997692262076,0.19563485118769444,0.18726731020695103
Indium Phosphide QD,InP,-17.36800147292978,5.4334004522794945,0.07264498371873933,0.0644788364099441,0.06856191006434172
Graphene QD,C,-24.426615614849766,3.08951520631494,0.2576083189154498,0.13531062983951203,0.1964594743774809
Indium Phosphide QD,InP,-16.32443961474866,4.819812781760146,0.05964923501006651,0.11232152002112941,0.08598537751559795
Silicon QD,Si,-28.671988110843184,6.415838286922025,0.14323501321857424,0.06864038321585336,0.1059376982172138
Graphene QD,C,-17.398732897736537,7.507057556381582,0.24499007867556644,0.0912851309490599,0.16813760481231316
Cadmium Selenide QD,CdSe,-13.638182981833001,5.253885663561069,0.2744097121360355,0.08826779218257474,0.18133875215930512
Indium Phosphide QD,InP,-28.094069968145604,3.733465290219057,0.18191579843934452,0.1283226069676497,0.1551192027034971
Graphene QD,C,-17.092010088275845,4.919687206314656,0.16531164335298376,0.14476482796612458,0.15503823565955416
Indium Phosphide QD,InP,-17.954885961128895,3.0098281337018404,0.2731831576747306,0.1936016440534606,0.2333924008640956
Indium Phosphide QD,InP,-23.659587868958763,5.352995744337082,0.0936676905234717,0.03466548866564726,0.06416658959455948
Indium Phosphide QD,InP,-10.425126806682595,3.501296218058871,0.28204499027028573,0.038002758769572265,0.160023874519929
Cadmium Selenide QD,CdSe,-25.56633729744287,3.1362319826778795,0.14060718199754985,0.021895690969208455,0.08125143648337915
Cadmium Selenide QD,CdSe,-14.775756451444895,6.759682439407451,0.22914290807922372,0.02295380443771916,0.12604835625847144
Indium Phosphide QD,InP,-26.580671053839037,3.1605708572334614,0.19695420991255663,0.1582191974826024,0.1775867036975795
Cadmium Selenide QD,CdSe,-10.563136175135831,2.7961983950116287,0.19423879459988302,0.07736999610427694,0.13580439535208
Graphene QD,C,-27.64409379038698,2.9175123280130904,0.1016002574221271,0.17012178489696925,0.13586102115954818
Indium Phosphide QD,InP,-27.899113521169653,2.5709605254590473,0.14708949200047539,0.19462824381312194,0.17085886790679866
Graphene QD,C,-22.79545510929723,3.3941420750929003,0.054118772191392175,0.08048027223254522,0.0672995222119687
Graphene QD,C,-20.930544430743858,6.482044045839417,0.1583021313876406,0.11811804167093964,0.13821008652929012
Silicon QD,Si,-18.51146716783385,5.260113643968629,0.2914490629312576,0.14838298710289732,0.21991602501707747
Cadmium Selenide QD,CdSe,-11.572824396076168,3.315712913931081,0.2872707926870902,0.06337417624667352,0.17532248446688187
Indium Phosphide QD,InP,-15.433860104305301,6.076798603178334,0.22753555837292577,0.12216513064246562,0.1748503445076957
Indium Phosphide QD,InP,-11.596975954856546,2.73561244865321,0.19974142799508016,0.050436501575855025,0.1250889647854676
Silicon QD,Si,-17.71757812017269,4.8869186930345165,0.20330090300263326,0.03898116276082411,0.12114103288172869
Cadmium Selenide QD,CdSe,-26.327254425657898,7.796243797530448,0.06852517166016768,0.11207860889380847,0.09030189027698807
Cadmium Selenide QD,CdSe,-26.299379623079815,7.642086619207056,0.2805730069611752,0.18315657409521455,0.23186479052819486
Silicon QD,Si,-16.702922323238205,5.446370958142815,0.10179113834017557,0.03630890026571816,0.06905001930294687
Cadmium Selenide QD,CdSe,-28.476440152986278,6.918715617519087,0.2587111265305326,0.1387253561271601,0.19871824132884636
Cadmium Selenide QD,CdSe,-14.115157648444633,6.6518607632823645,0.07241759913379307,0.059410026478276506,0.06591381280603478
Indium Phosphide QD,InP,-26.079950784710423,3.050781983322768,0.11166819799838197,0.17081015823207388,0.14123917811522793
Indium Phosphide QD,InP,-13.18737503504775,4.020614013958342,0.07664745639416191,0.12416210768118721,0.10040478203767456
Graphene QD,C,-22.111385741113143,6.566763036468747,0.2108758841746518,0.09217518142940384,0.15152553280202782
Graphene QD,C,-29.73747406162961,4.71801304060542,0.1611693187241915,0.19065294370501873,0.1759111312146051
Indium Phosphide QD,InP,-15.134313060199355,7.855736271479103,0.21502252823436113,0.13084919311967722,0.17293586067701916
Silicon QD,Si,-11.101651188650916,7.504709037623831,0.2868343198653155,0.049635187943579726,0.16823475390444761
Indium Phosphide QD,InP,-10.253316999862637,7.096600893233376,0.2760606240537499,0.04655265047552509,0.1613066372646375
Graphene QD,C,-26.599482898321515,4.748561948702795,0.12587489055245726,0.1889449338681406,0.15740991221029893
Cadmium Selenide QD,CdSe,-25.802997908539368,2.935885074038192,0.0650169253512765,0.1061264999950661,0.08557171267317129
Silicon QD,Si,-21.21505915689038,5.326148089722045,0.1285677632531817,0.1735976673643852,0.15108271530878345
Cadmium Selenide QD,CdSe,-20.233115079709144,7.440168041993974,0.2566613374624318,0.1139003542839235,0.18528084587317767
Silicon QD,Si,-26.077996106165415,3.6080007138951404,0.2634901536061419,0.02136191399973646,0.1424260338029392
Graphene QD,C,-15.904996886164497,3.9015397510507577,0.23489906450267634,0.0671886731738427,0.15104386883825952
Silicon QD,Si,-18.800371218620548,7.079884697025063,0.1992854564445174,0.09815224767033214,0.14871885205742477
Silicon QD,Si,-29.785120430959353,3.4375956353950867,0.07191972947050258,0.16762484511074927,0.11977228729062592
Indium Phosphide QD,InP,-29.404840262596966,3.4533264244079813,0.10531911982047311,0.05421040561950369,0.07976476271998839
Silicon QD,Si,-20.64191434733714,7.845641706989156,0.054744476102439724,0.16119694118662162,0.10797070864453068
Graphene QD,C,-25.903218886600552,4.099359928699718,0.22764739662719718,0.025990908493898984,0.1268191525605481
Graphene QD,C,-24.177460795931587,6.703146697253809,0.2330297500264168,0.0914168059396253,0.16222327798302105
Graphene QD,C,-27.739845568945295,5.7906138883016105,0.16676054124377304,0.06149064499198216,0.1141255931178776
Indium Phosphide QD,InP,-29.035331709420433,7.937415515902134,0.21550926315556668,0.05217323303783675,0.13384124809670173
Graphene QD,C,-14.35348986581795,2.68546873309743,0.2773644301148328,0.041243791762423605,0.1593041109386282
Graphene QD,C,-25.35802464130785,4.7297754005978785,0.26622408635740563,0.19661391828697655,0.2314190023221911
Graphene QD,C,-12.683486807745336,2.922351510460782,0.13549545832536014,0.1796043324308178,0.15754989537808897
Silicon QD,Si,-10.977088992285065,7.531746022685479,0.09948325704627971,0.08066726893574366,0.09007526299101168
Indium Phosphide QD,InP,-27.721615112997316,3.847350127306577,0.1374289876234266,0.09489604636437508,0.11616251699390084
Indium Phosphide QD,InP,-21.021911226226656,7.421000194622701,0.1841805972620557,0.1802691907690598,0.18222489401555775
Indium Phosphide QD,InP,-17.824152448798806,2.915089445616374,0.14432347531980122,0.03947155098679865,0.09189751315329994
Graphene QD,C,-20.017221791160576,5.057123881014064,0.10969724281487432,0.02646163199454516,0.06807943740470974
Cadmium Selenide QD,CdSe,-28.096279237701097,4.988648112068665,0.1624104781032159,0.04598845896253301,0.10419946853287446
Indium Phosphide QD,InP,-29.281605574339025,4.415204045050947,0.06369622902249271,0.150773145653517,0.10723468733800484
Graphene QD,C,-13.187348479122807,5.890781756593913,0.0964999988394175,0.03751985471966497,0.06700992677954123
Indium Phosphide QD,InP,-22.183185849016297,6.037915492929106,0.28887276574249565,0.06804786602745226,0.17846031588497396
Cadmium Selenide QD,CdSe,-19.877130753957918,2.656656025086502,0.10428814833279955,0.10460155907624595,0.10444485370452275
Indium Phosphide QD,InP,-20.392081710305845,3.534321724218109,0.1712739799875132,0.17046344984219544,0.17086871491485434
Silicon QD,Si,-28.661167505095634,5.500511822762604,0.14735973187084744,0.07697906328752321,0.11216939757918533
Graphene QD,C,-24.29978165197066,3.288588516698643,0.06565219247291164,0.11566727894898358,0.09065973571094761
Indium Phosphide QD,InP,-28.171619215715705,4.713963755597458,0.1831440885167021,0.056319543440760386,0.11973181597873125
Graphene QD,C,-19.74187324680935,4.3067687471169585,0.12753017212788342,0.022604374765677684,0.07506727344678055
Graphene QD,C,-21.319757880923902,3.016344604902944,0.21198207799150803,0.1578019527112569,0.18489201535138247
Indium Phosphide QD,InP,-20.87796389616431,6.241016268754933,0.2357259640594636,0.06944621889685527,0.15258609147815944
Indium Phosphide QD,InP,-23.086139198227784,4.907799659485004,0.1719156450792148,0.13829345008281255,0.15510454758101366
Graphene QD,C,-10.65295666276619,5.157850557262931,0.12690527975113647,0.052519986728325044,0.08971263323973075
Cadmium Selenide QD,CdSe,-29.679978081597117,7.883354814014162,0.12262853763633576,0.06794981649723635,0.09528917706678605
Cadmium Selenide QD,CdSe,-21.012693808506597,5.357681975597402,0.13623512773551222,0.19841482674588168,0.16732497724069695
Graphene QD,C,-17.55938562426862,5.372896362093884,0.2055535536575196,0.13097677055899945,0.16826516210825954
Indium Phosphide QD,InP,-16.752172960488668,4.058271888767551,0.2649127455220064,0.19446296065269153,0.22968785308734896
Graphene QD,C,-29.48470439478394,3.0483429897647403,0.2703694051736964,0.04438389370262008,0.15737664943815824
Indium Phosphide QD,InP,-29.354884740544957,3.6581282557302477,0.11925198615333417,0.1389717520152295,0.12911186908428182
Silicon QD,Si,-15.19318812694706,3.474777519663379,0.1803247804548307,0.15333044639442997,0.16682761342463032
Cadmium Selenide QD,CdSe,-25.96678697934499,5.751628619955447,0.1411628121564944,0.0500350031376809,0.09559890764708764
Cadmium Selenide QD,CdSe,-29.414679434199662,6.059789076664593,0.13253222082189398,0.11894090372539387,0.12573656227364394
Indium Phosphide QD,InP,-23.858908019901055,4.386391214513181,0.2601078729815249,0.18961094808714632,0.2248594105343356
Cadmium Selenide QD,CdSe,-12.229177830921035,4.93644542934447,0.1455355162162177,0.1478804640201564,0.14670799011818703
Cadmium Selenide QD,CdSe,-10.686162685927215,6.029468842215917,0.1943047592900129,0.1040684252783458,0.14918659228417935
Indium Phosphide QD,InP,-19.841129922023818,6.22611148234875,0.11300731358281386,0.10609787044948714,0.1095525920161505
Cadmium Selenide QD,CdSe,-10.27532852806933,3.1191883972444634,0.2235508153710125,0.06164454269593528,0.1425976790334739
Silicon QD,Si,-23.496447351239823,3.014632164240388,0.12869677477312597,0.12049079311648431,0.12459378394480514
Graphene QD,C,-29.94519406470144,3.5971491342203437,0.1399937649299252,0.04958649680863311,0.09479013086927916
Cadmium Selenide QD,CdSe,-22.543347927735145,6.244713510066777,0.2075242378904037,0.18158388477519427,0.19455406133279898
Cadmium Selenide QD,CdSe,-28.80033934107873,2.9740932404154963,0.08771766508167005,0.1219638714928763,0.10484076828727318
Indium Phosphide QD,InP,-27.41977599478101,3.82131424081168,0.1392190157279069,0.15925122090214722,0.14923511831502706
Silicon QD,Si,-22.68460078361209,6.80271493838885,0.25322505166252296,0.1232771656379369,0.18825110865022993
Graphene QD,C,-10.360686331889767,5.258143961472271,0.1507060081769298,0.17040943915757187,0.16055772366725085
Graphene QD,C,-11.482168186071242,6.781106655009143,0.25814051177251557,0.1765203640886561,0.21733043793058582
Graphene QD,C,-21.36374068604526,7.403604057086341,0.13906935899827122,0.10896091108226477,0.124015135040268
Indium Phosphide QD,InP,-12.240252599152402,6.434414337738802,0.15528623991456963,0.02219258336392138,0.08873941163924551
Graphene QD,C,-25.17359106382103,5.931676572687985,0.18020136264558317,0.0516212063152376,0.11591128448041038
Cadmium Selenide QD,CdSe,-19.49349451972845,4.3545349404394305,0.18344214787337948,0.052931738025089714,0.1181869429492346
Indium Phosphide QD,InP,-27.554057494458224,6.654669191230795,0.24833935098107746,0.05534486797720535,0.1518421094791414
Cadmium Selenide QD,CdSe,-17.95889188747048,3.465948611749349,0.21468511942315965,0.03456861910192238,0.12462686926254102
Silicon QD,Si,-15.46507696406428,6.943371362511706,0.26270755121169137,0.12180194145625524,0.1922547463339733
Silicon QD,Si,-25.440761890902436,5.3362544915395365,0.06821251535150959,0.16673556462626188,0.11747403998888573
Indium Phosphide QD,InP,-19.905696297193167,4.5266455006587325,0.08707614706280263,0.14365401576671166,0.11536508141475715
Silicon QD,Si,-15.466243136010275,3.3639814323138024,0.1956913935229075,0.17418320713408925,0.18493730032849837
Graphene QD,C,-28.798406624460927,6.900063032259701,0.2401586074448771,0.05544868798391779,0.14780364771439744
Cadmium Selenide QD,CdSe,-28.600753459003105,3.878196834327631,0.2997050141368061,0.12390244058718122,0.21180372736199365
Silicon QD,Si,-10.803563221343843,6.27962999679467,0.1778797907775297,0.06514807594373075,0.12151393336063021
Graphene QD,C,-21.478612863936966,6.667172143925901,0.12414141608191968,0.13349626959039693,0.1288188428361583
Graphene QD,C,-11.64107087905952,5.190213406391902,0.24315156755216732,0.12987896900153337,0.18651526827685033
Indium Phosphide QD,InP,-12.579228732946277,3.721494727377072,0.09176362364319919,0.07369811014613675,0.08273086689466796
Silicon QD,Si,-24.27589633184737,5.8780207176696315,0.27346043572897516,0.08250952166652674,0.17798497869775096
Indium Phosphide QD,InP,-24.598094935931044,5.226354522803252,0.1384497848451931,0.1692719311214588,0.15386085798332594
Cadmium Selenide QD,CdSe,-17.161215819086607,4.064271533987639,0.17026233346999597,0.0988920292688128,0.1345771813694044
Graphene QD,C,-29.032425516975987,3.470045431465177,0.22670211440589055,0.16974086372921274,0.19822148906755166
Cadmium Selenide QD,CdSe,-24.095406061594044,4.443917422594405,0.2665881113699864,0.12895599730376922,0.1977720543368778
Indium Phosphide QD,InP,-16.82707376378126,2.503744961359766,0.17548318756717485,0.06238660859895594,0.1189348980830654
Indium Phosphide QD,InP,-17.843237538049735,7.765460482966388,0.056587475546963376,0.15809830729010335,0.10734289141853337
Graphene QD,C,-24.69608672451581,5.6912835976140945,0.12373203473238088,0.12017248314554155,0.12195225893896122
Graphene QD,C,-28.07392374082599,5.047817808795484,0.2563507395894308,0.08313512719606321,0.169742933392747
Silicon QD,Si,-25.859969838819396,7.433402503361875,0.08240446449098594,0.0342943644729487,0.05834941448196732
Silicon QD,Si,-28.636136173552686,6.005199926167155,0.06228158598331733,0.11598622286845513,0.08913390442588623
Cadmium Selenide QD,CdSe,-28.59069078710425,2.544637419346125,0.28105219434415535,0.19063714390977302,0.23584466912696417
Indium Phosphide QD,InP,-18.713828489996665,5.116743779193492,0.08870662521391444,0.06030625978926603,0.07450644250159023
Indium Phosphide QD,InP,-21.067559389023955,6.588276088768088,0.15694903258090265,0.0661712698728054,0.11156015122685403
Graphene QD,C,-19.436169206308307,5.060985782321943,0.1321162950288533,0.12100273241901172,0.1265595137239325
Graphene QD,C,-16.422540430596495,4.516713100358404,0.27977940840175364,0.10706618724694197,0.1934227978243478
Silicon QD,Si,-15.147879018889007,6.144354338596987,0.12873797736282794,0.021191593912720852,0.0749647856377744
Indium Phosphide QD,InP,-11.311536243488305,5.458424866757751,0.07571458099530569,0.18704735415995885,0.13138096757763226
Indium Phosphide QD,InP,-29.86957184403237,5.018701415290681,0.06463240853515838,0.10355517094356165,0.08409378973936002
Silicon QD,Si,-26.87992661974568,5.083257668511326,0.13147846833710225,0.16773455261206785,0.14960651047458506
Indium Phosphide QD,InP,-18.13590676617729,3.2982874829484716,0.24286960351665282,0.04685389913833683,0.14486175132749482
Indium Phosphide QD,InP,-17.465358738214828,6.982534317917668,0.09711451788084831,0.06131885730662995,0.07921668759373912
Graphene QD,C,-25.7350529910375,7.4398128073361045,0.23029058588035778,0.10103297926833897,0.16566178257434838
Silicon QD,Si,-21.2680594114361,6.097587207776894,0.106340116518873,0.1622582923293621,0.13429920442411755
Indium Phosphide QD,InP,-23.95951502572462,7.424525083129615,0.06829277784074674,0.02933522475043463,0.04881400129559069
Indium Phosphide QD,InP,-29.28145978148229,2.8067428406273995,0.18303678178981825,0.11504553365751297,0.1490411577236656
Graphene QD,C,-16.933214264620943,7.299037676191725,0.27753310293714095,0.05940200012726782,0.16846755153220438
Cadmium Selenide QD,CdSe,-28.971706899691625,6.83688014850653,0.18909325536201205,0.02731984157318235,0.1082065484675972
Silicon QD,Si,-16.115922536829956,5.017621473414115,0.0764295364076502,0.027445064185015657,0.05193730029633293
Indium Phosphide QD,InP,-15.86560599769302,6.790666516399409,0.24835604543243273,0.15540725749966486,0.2018816514660488
Indium Phosphide QD,InP,-19.79304799059716,7.413594015143046,0.292322228382271,0.07910704749020793,0.18571463793623946
Indium Phosphide QD,InP,-21.434904756915422,3.564143072045522,0.10461621933792371,0.09175271623232194,0.09818446778512283
Cadmium Selenide QD,CdSe,-21.58006239630925,3.8993885464743103,0.23530524599820019,0.1714884451659241,0.20339684558206214
Indium Phosphide QD,InP,-18.646394698558925,2.6396885002973463,0.13854963356633337,0.12825276441472142,0.13340119899052738
Cadmium Selenide QD,CdSe,-12.272924019369427,4.612005934849272,0.23783090930417045,0.1515774441854108,0.19470417674479062
Silicon QD,Si,-23.545614650420482,6.655104373710625,0.09335261314797348,0.0890476588146597,0.0912001359813166
Cadmium Selenide QD,CdSe,-19.54043197915228,6.604827293049972,0.1927344377625499,0.1371904977032993,0.1649624677329246
Graphene QD,C,-19.675834083623737,4.84539410474145,0.09938893053290056,0.1466580043011248,0.12302346741701267
Graphene QD,C,-22.46377056086157,5.2462252054548815,0.2502603474719562,0.11378434818121888,0.18202234782658755
Cadmium Selenide QD,CdSe,-19.308516502959986,4.5062535618538515,0.10568516900484477,0.04248026091584194,0.07408271496034335
Cadmium Selenide QD,CdSe,-12.319963990213655,5.3312423282164225,0.25939911546387157,0.047536802116143265,0.1534679587900074
Silicon QD,Si,-14.919603721224629,5.999111176694462,0.28970791886407254,0.18943874410998282,0.2395733314870277
Cadmium Selenide QD,CdSe,-17.975240866813234,5.016206765837255,0.15190978512076003,0.10186961827365718,0.1268897016972086
Indium Phosphide QD,InP,-27.92433051729564,4.255762339424092,0.1616162851426653,0.06575545998570652,0.11368587256418591
Indium Phosphide QD,InP,-14.309294785236169,3.2535104795061653,0.097037728621807,0.19434394952675677,0.14569083907428187
Graphene QD,C,-20.49788947244238,2.7138861364628313,0.15680748437259656,0.0888811011252156,0.12284429274890608
Silicon QD,Si,-27.530931870910717,5.7979142926172145,0.19553340969431116,0.1286424137396494,0.16208791171698028
Graphene QD,C,-24.879796960112714,7.67823629648723,0.2117257671464145,0.10007427285846796,0.15590002000244124
Silicon QD,Si,-21.24838405941695,5.4289584711042345,0.08461704566010901,0.04170759463828723,0.06316232014919812
Graphene QD,C,-25.32524150051999,7.693903561470377,0.2644541707345719,0.10945638105932107,0.1869552758969465
Silicon QD,Si,-17.356771576927912,2.5111079663607008,0.08953519819699478,0.12393524486621374,0.10673522153160425
Indium Phosphide QD,InP,-15.529543715064023,5.582750972345697,0.2509106037398962,0.08829660205518677,0.1696036028975415
Indium Phosphide QD,InP,-25.821634088809944,5.203012973549026,0.27280607518206024,0.17695672122718187,0.22488139820462105
Indium Phosphide QD,InP,-17.71867041568743,5.457180106368202,0.26048806181044465,0.1660689740538343,0.21327851793213948
Graphene QD,C,-11.999824516858663,2.6036149827706847,0.1706024258822234,0.03588505339174937,0.10324373963698638
Graphene QD,C,-22.086253750507474,4.955567630526296,0.23471076545600872,0.12561648447427562,0.18016362496514216
Graphene QD,C,-13.970049548975783,4.017819750962186,0.0649775563275675,0.1661377678374197,0.1155576620824936
Silicon QD,Si,-10.198938089626942,4.049045779279798,0.23234858621095,0.19095474193189194,0.21165166407142097
Indium Phosphide QD,InP,-24.489199375913916,5.297970214961859,0.22232352243913361,0.0925679774294967,0.15744574993431515
Indium Phosphide QD,InP,-15.919719489551632,4.986240252502763,0.26978049489117323,0.1482816027223749,0.20903104880677406
Cadmium Selenide QD,CdSe,-26.420109665099833,5.198571765111668,0.20810193301527552,0.17212043689651707,0.1901111849558963
Silicon QD,Si,-17.816190782509917,4.6515459877518985,0.19171416457059026,0.10452866959632212,0.1481214170834562
Silicon QD,Si,-15.781072040077097,5.27897101345519,0.2425885287855868,0.09320686619650514,0.16789769749104597
Graphene QD,C,-18.661676015871514,5.450739417334107,0.2074356198343434,0.0931940994121315,0.15031485962323743
Silicon QD,Si,-16.26061511688891,3.517740598457988,0.27509664806076833,0.15462647576369834,0.21486156191223332
Indium Phosphide QD,InP,-13.803999985808801,6.494136689551382,0.2483810363035388,0.045091515233622995,0.1467362757685809
Indium Phosphide QD,InP,-11.8283817831285,4.205004571667601,0.09809269956540338,0.020565420181616924,0.05932905987351016
Cadmium Selenide QD,CdSe,-29.99011910068305,3.836589585524454,0.09446532463836417,0.19221490312291936,0.14334011388064177
Graphene QD,C,-28.60727894069497,2.999320210440303,0.1691663038019428,0.13053714293285162,0.14985172336739722
Indium Phosphide QD,InP,-15.366150022035294,6.76969275162403,0.23230220991050116,0.035214422267251536,0.13375831608887634
Cadmium Selenide QD,CdSe,-10.495855600625056,6.07856849461408,0.18052961084769703,0.0315094188955574,0.10601951487162722
Graphene QD,C,-27.440235457945057,6.891274791226986,0.19305636621968736,0.03458537106900123,0.11382086864434429
Silicon QD,Si,-22.824030876793763,6.982620154822608,0.17003878407496847,0.095561900594371,0.13280034233466975
